timestamp,pm25
2024-07-12T17:03:41Z,12.0
2024-07-12T17:04:42Z,12.0
2024-07-12T17:05:42Z,12.0
2024-07-12T17:06:42Z,13.0
2024-07-12T17:07:42Z,13.0
2024-07-12T17:08:42Z,11.0
2024-07-12T17:09:42Z,12.0
2024-07-12T17:10:42Z,11.0
2024-07-12T17:11:42Z,10.0
2024-07-12T17:12:42Z,12.0
2024-07-12T17:13:42Z,12.0
2024-07-12T17:14:42Z,12.0
2024-07-12T17:15:42Z,11.0
2024-07-12T17:16:42Z,11.0
2024-07-12T17:17:42Z,11.0
2024-07-12T17:18:42Z,13.0
2024-07-12T17:19:43Z,12.0
2024-07-12T17:20:43Z,13.0
2024-07-12T17:21:43Z,11.0
2024-07-12T17:22:43Z,12.0
2024-07-12T17:23:43Z,12.0
2024-07-12T17:24:43Z,11.0
2024-07-12T17:25:43Z,11.0
2024-07-12T17:26:43Z,11.0
2024-07-12T17:27:43Z,11.0
2024-07-12T17:28:43Z,12.0
2024-07-12T17:29:43Z,12.0
2024-07-12T17:30:43Z,12.0
2024-07-12T17:31:43Z,11.0
2024-07-12T17:32:43Z,10.0
2024-07-12T17:33:43Z,12.0
2024-07-12T17:34:43Z,12.0
2024-07-12T17:35:44Z,12.0
2024-07-12T17:36:44Z,10.0
2024-07-12T17:37:44Z,11.0
2024-07-12T17:38:44Z,11.0
2024-07-12T17:39:44Z,10.0
2024-07-12T17:40:44Z,12.0
2024-07-12T17:41:44Z,11.0
2024-07-12T17:42:44Z,11.0
2024-07-12T17:43:44Z,11.0
2024-07-12T17:44:44Z,12.0
2024-07-12T17:45:44Z,11.0
2024-07-12T17:46:44Z,12.0
2024-07-12T17:47:44Z,12.0
2024-07-12T17:48:44Z,12.0
2024-07-12T17:49:44Z,12.0
2024-07-12T17:50:44Z,14.0
2024-07-12T17:51:44Z,11.0
2024-07-12T17:52:44Z,11.0
2024-07-12T17:53:44Z,12.0
2024-07-12T17:54:44Z,12.0
2024-07-12T17:55:44Z,12.0
2024-07-12T17:56:44Z,11.0
2024-07-12T17:57:44Z,12.0
2024-07-12T17:58:44Z,12.0
2024-07-12T17:59:44Z,10.0
2024-07-12T18:00:44Z,12.0
2024-07-12T18:01:45Z,12.0
2024-07-12T18:02:45Z,12.0
2024-07-12T18:03:45Z,11.0
2024-07-12T18:04:45Z,12.0
2024-07-12T18:05:45Z,12.0
2024-07-12T18:06:45Z,11.0
2024-07-12T18:07:45Z,12.0
2024-07-12T18:08:45Z,12.0
2024-07-12T18:09:45Z,8.0
2024-07-12T18:10:45Z,12.0
2024-07-12T18:11:45Z,11.0
2024-07-12T18:12:45Z,11.0
2024-07-12T18:13:45Z,10.0
2024-07-12T18:14:45Z,11.0
2024-07-12T18:15:45Z,11.0
2024-07-12T18:16:45Z,11.0
2024-07-12T18:17:46Z,12.0
2024-07-12T18:18:46Z,11.0
2024-07-12T18:19:46Z,11.0
2024-07-12T18:20:46Z,12.0
2024-07-12T18:21:46Z,12.0
2024-07-12T18:22:46Z,12.0
2024-07-12T18:23:46Z,12.0
2024-07-12T18:24:46Z,10.0
2024-07-12T18:25:46Z,11.0
2024-07-12T18:26:46Z,9.0
2024-07-12T18:27:46Z,11.0
2024-07-12T18:28:46Z,9.0
2024-07-12T18:29:46Z,10.0
2024-07-12T18:30:46Z,11.0
2024-07-12T18:31:46Z,12.0
2024-07-12T18:32:46Z,12.0
2024-07-12T18:33:46Z,11.0
2024-07-12T18:34:46Z,11.0
2024-07-12T18:35:46Z,11.0
2024-07-12T18:36:46Z,12.0
2024-07-12T18:37:46Z,10.0
2024-07-12T18:38:46Z,10.0
2024-07-12T18:39:47Z,11.0
2024-07-12T18:40:47Z,10.0
2024-07-12T18:41:47Z,11.0
2024-07-12T18:42:47Z,12.0
2024-07-12T18:43:47Z,10.0
2024-07-12T18:44:47Z,12.0
2024-07-12T18:45:47Z,11.0
2024-07-12T18:46:47Z,10.0
2024-07-12T18:47:47Z,10.0
2024-07-12T18:48:47Z,10.0
2024-07-12T18:49:47Z,11.0
2024-07-12T18:50:47Z,10.0
2024-07-12T18:51:47Z,10.0
2024-07-12T18:52:47Z,10.0
2024-07-12T18:53:47Z,11.0
2024-07-12T18:54:48Z,10.0
2024-07-12T18:55:48Z,12.0
2024-07-12T18:56:48Z,10.0
2024-07-12T18:57:48Z,11.0
2024-07-12T18:58:48Z,12.0
2024-07-12T18:59:48Z,11.0
2024-07-12T19:00:48Z,11.0
2024-07-12T19:01:48Z,11.0
2024-07-12T19:02:48Z,11.0
2024-07-12T19:03:48Z,11.0
2024-07-12T19:04:48Z,11.0
2024-07-12T19:05:48Z,12.0
2024-07-12T19:06:48Z,12.0
2024-07-12T19:07:48Z,12.0
2024-07-12T19:08:48Z,13.0
2024-07-12T19:09:48Z,11.0
2024-07-12T19:10:48Z,13.0
2024-07-12T19:11:48Z,11.0
2024-07-12T19:12:48Z,10.0
2024-07-12T19:13:48Z,10.0
2024-07-12T19:14:48Z,11.0
2024-07-12T19:15:49Z,11.0
2024-07-12T19:16:49Z,10.0
2024-07-12T19:17:49Z,12.0
2024-07-12T19:18:49Z,11.0
2024-07-12T19:19:49Z,13.0
2024-07-12T19:20:49Z,12.0
2024-07-12T19:21:49Z,12.0
2024-07-12T19:22:49Z,11.0
2024-07-12T19:23:49Z,11.0
2024-07-12T19:24:49Z,12.0
2024-07-12T19:25:49Z,12.0
2024-07-12T19:26:49Z,12.0
2024-07-12T19:27:49Z,11.0
2024-07-12T19:28:49Z,13.0
2024-07-12T19:29:49Z,11.0
2024-07-12T19:30:49Z,12.0
2024-07-12T19:31:50Z,12.0
2024-07-12T19:32:50Z,12.0
2024-07-12T19:33:50Z,12.0
2024-07-12T19:34:50Z,12.0
2024-07-12T19:35:50Z,12.0
2024-07-12T19:36:50Z,12.0
2024-07-12T19:37:50Z,11.0
2024-07-12T19:38:50Z,12.0
2024-07-12T19:39:50Z,12.0
2024-07-12T19:40:50Z,11.0
2024-07-12T19:41:50Z,10.0
2024-07-12T19:42:50Z,12.0
2024-07-12T19:43:50Z,12.0
2024-07-12T19:44:50Z,12.0
2024-07-12T19:45:50Z,12.0
2024-07-12T19:46:50Z,12.0
2024-07-12T19:47:50Z,12.0
2024-07-12T19:48:50Z,12.0
2024-07-12T19:49:50Z,11.0
2024-07-12T19:50:50Z,12.0
2024-07-12T19:51:50Z,10.0
2024-07-12T19:52:51Z,10.0
2024-07-12T19:53:51Z,10.0
2024-07-12T19:54:51Z,11.0
2024-07-12T19:55:51Z,10.0
2024-07-12T19:56:51Z,12.0
2024-07-12T19:57:51Z,11.0
2024-07-12T19:58:51Z,10.0
2024-07-12T19:59:51Z,12.0
2024-07-12T20:00:51Z,11.0
2024-07-12T20:01:51Z,11.0
2024-07-12T20:02:51Z,11.0
2024-07-12T20:03:51Z,12.0
2024-07-12T20:04:51Z,12.0
2024-07-12T20:05:51Z,12.0
2024-07-12T20:06:51Z,13.0
2024-07-12T20:07:52Z,11.0
2024-07-12T20:08:52Z,11.0
2024-07-12T20:09:52Z,10.0
2024-07-12T20:10:52Z,12.0
2024-07-12T20:11:52Z,11.0
2024-07-12T20:12:52Z,11.0
2024-07-12T20:13:52Z,12.0
2024-07-12T20:14:52Z,11.0
2024-07-12T20:15:52Z,11.0
2024-07-12T20:16:52Z,10.0
2024-07-12T20:17:52Z,10.0
2024-07-12T20:18:52Z,10.0
2024-07-12T20:19:52Z,12.0
2024-07-12T20:20:52Z,10.0
2024-07-12T20:21:52Z,11.0
2024-07-12T20:22:53Z,11.0
2024-07-12T20:23:53Z,12.0
2024-07-12T20:24:53Z,11.0
2024-07-12T20:25:53Z,11.0
2024-07-12T20:26:53Z,12.0
2024-07-12T20:27:53Z,11.0
2024-07-12T20:28:53Z,11.0
2024-07-12T20:29:53Z,12.0
2024-07-12T20:30:53Z,10.0
2024-07-12T20:31:53Z,10.0
2024-07-12T20:32:53Z,12.0
2024-07-12T20:33:53Z,11.0
2024-07-12T20:34:53Z,10.0
2024-07-12T20:35:53Z,12.0
2024-07-12T20:36:53Z,11.0
2024-07-12T20:37:53Z,12.0
2024-07-12T20:38:53Z,10.0
2024-07-12T20:39:53Z,9.0
2024-07-12T20:40:53Z,11.0
2024-07-12T20:41:53Z,10.0
2024-07-12T20:42:53Z,11.0
2024-07-12T20:43:53Z,11.0
2024-07-12T20:44:53Z,12.0
2024-07-12T20:45:53Z,12.0
2024-07-12T20:46:54Z,12.0
2024-07-12T20:47:54Z,12.0
2024-07-12T20:48:54Z,10.0
2024-07-12T20:49:54Z,10.0
2024-07-12T20:50:54Z,12.0
2024-07-12T20:51:54Z,11.0
2024-07-12T20:52:54Z,11.0
2024-07-12T20:53:54Z,11.0
2024-07-12T20:54:54Z,10.0
2024-07-12T20:55:54Z,11.0
2024-07-12T20:56:54Z,11.0
2024-07-12T20:57:54Z,12.0
2024-07-12T20:58:54Z,9.0
2024-07-12T20:59:54Z,11.0
2024-07-12T21:00:54Z,10.0
2024-07-12T21:01:55Z,11.0
2024-07-12T21:02:55Z,11.0
2024-07-12T21:03:55Z,11.0
2024-07-12T21:04:55Z,11.0
2024-07-12T21:05:55Z,9.0
2024-07-12T21:06:55Z,11.0
2024-07-12T21:07:55Z,10.0
2024-07-12T21:08:55Z,12.0
2024-07-12T21:09:55Z,12.0
2024-07-12T21:10:55Z,10.0
2024-07-12T21:11:55Z,10.0
2024-07-12T21:12:55Z,12.0
2024-07-12T21:13:55Z,10.0
2024-07-12T21:14:55Z,10.0
2024-07-12T21:15:55Z,11.0
2024-07-12T21:16:55Z,11.0
2024-07-12T21:17:56Z,10.0
2024-07-12T21:18:56Z,11.0
2024-07-12T21:19:56Z,10.0
2024-07-12T21:20:56Z,11.0
2024-07-12T21:21:56Z,10.0
2024-07-12T21:22:56Z,10.0
2024-07-12T21:23:56Z,10.0
2024-07-12T21:24:56Z,12.0
2024-07-12T21:25:56Z,10.0
2024-07-12T21:26:56Z,10.0
2024-07-12T21:27:56Z,11.0
2024-07-12T21:28:56Z,10.0
2024-07-12T21:29:56Z,11.0
2024-07-12T21:30:56Z,11.0
2024-07-12T21:31:56Z,10.0
2024-07-12T21:32:57Z,11.0
2024-07-12T21:33:57Z,9.0
2024-07-12T21:34:57Z,10.0
2024-07-12T21:35:57Z,10.0
2024-07-12T21:36:57Z,10.0
2024-07-12T21:37:57Z,10.0
2024-07-12T21:38:57Z,12.0
2024-07-12T21:39:57Z,10.0
2024-07-12T21:40:57Z,10.0
2024-07-12T21:41:57Z,10.0
2024-07-12T21:42:57Z,12.0
2024-07-12T21:43:57Z,8.0
2024-07-12T21:44:57Z,11.0
2024-07-12T21:45:57Z,10.0
2024-07-12T21:46:57Z,10.0
2024-07-12T21:47:57Z,8.0
2024-07-12T21:48:57Z,8.0
2024-07-12T21:49:58Z,11.0
2024-07-12T21:50:58Z,10.0
2024-07-12T21:51:58Z,11.0
2024-07-12T21:52:58Z,10.0
2024-07-12T21:53:58Z,11.0
2024-07-12T21:54:58Z,11.0
2024-07-12T21:55:58Z,9.0
2024-07-12T21:56:58Z,10.0
2024-07-12T21:57:58Z,11.0
2024-07-12T21:58:58Z,10.0
2024-07-12T21:59:58Z,9.0
2024-07-12T22:00:58Z,10.0
2024-07-12T22:01:58Z,10.0
2024-07-12T22:02:58Z,9.0
2024-07-12T22:03:58Z,10.0
2024-07-12T22:04:58Z,10.0
2024-07-12T22:05:58Z,10.0
2024-07-12T22:06:58Z,12.0
2024-07-12T22:07:59Z,10.0
2024-07-12T22:08:59Z,10.0
2024-07-12T22:09:59Z,10.0
2024-07-12T22:10:59Z,11.0
2024-07-12T22:11:59Z,11.0
2024-07-12T22:12:59Z,10.0
2024-07-12T22:13:59Z,7.0
2024-07-12T22:14:59Z,7.0
2024-07-12T22:15:59Z,10.0
2024-07-12T22:16:59Z,10.0
2024-07-12T22:17:59Z,11.0
2024-07-12T22:18:59Z,9.0
2024-07-12T22:19:59Z,10.0
2024-07-12T22:20:59Z,10.0
2024-07-12T22:21:59Z,11.0
2024-07-12T22:22:59Z,10.0
2024-07-12T22:23:59Z,10.0
2024-07-12T22:24:59Z,11.0
2024-07-12T22:25:59Z,10.0
2024-07-12T22:26:59Z,11.0
2024-07-12T22:28:00Z,11.0
2024-07-12T22:29:00Z,9.0
2024-07-12T22:30:00Z,10.0
2024-07-12T22:31:00Z,11.0
2024-07-12T22:32:00Z,8.0
2024-07-12T22:33:00Z,9.0
2024-07-12T22:34:00Z,10.0
2024-07-12T22:35:00Z,11.0
2024-07-12T22:36:00Z,11.0
2024-07-12T22:37:00Z,11.0
2024-07-12T22:38:00Z,11.0
2024-07-12T22:39:00Z,9.0
2024-07-12T22:40:00Z,10.0
2024-07-12T22:41:00Z,10.0
2024-07-12T22:42:00Z,10.0
2024-07-12T22:43:00Z,11.0
2024-07-12T22:44:00Z,10.0
2024-07-12T22:45:00Z,10.0
2024-07-12T22:46:00Z,10.0
2024-07-12T22:47:01Z,12.0
2024-07-12T22:48:01Z,9.0
2024-07-12T22:49:01Z,9.0
2024-07-12T22:50:01Z,11.0
2024-07-12T22:51:01Z,9.0
2024-07-12T22:52:01Z,12.0
2024-07-12T22:53:01Z,9.0
2024-07-12T22:54:01Z,9.0
2024-07-12T22:55:01Z,10.0
2024-07-12T22:56:01Z,10.0
2024-07-12T22:57:01Z,10.0
2024-07-12T22:58:01Z,11.0
2024-07-12T22:59:01Z,9.0
2024-07-12T23:00:01Z,9.0
2024-07-12T23:01:01Z,10.0
2024-07-12T23:02:01Z,10.0
2024-07-12T23:03:01Z,9.0
2024-07-12T23:04:01Z,12.0
2024-07-12T23:05:01Z,11.0
2024-07-12T23:06:01Z,10.0
2024-07-12T23:07:01Z,10.0
2024-07-12T23:08:01Z,11.0
2024-07-12T23:09:01Z,10.0
2024-07-12T23:10:01Z,9.0
2024-07-12T23:11:01Z,11.0
2024-07-12T23:12:02Z,10.0
2024-07-12T23:13:02Z,10.0
2024-07-12T23:14:02Z,10.0
2024-07-12T23:15:02Z,12.0
2024-07-12T23:16:02Z,10.0
2024-07-12T23:17:24Z,8.0
2024-07-12T23:18:24Z,8.0
2024-07-12T23:19:24Z,10.0
2024-07-12T23:20:24Z,11.0
2024-07-12T23:21:24Z,11.0
2024-07-12T23:22:24Z,10.0
2024-07-12T23:23:24Z,10.0
2024-07-12T23:24:24Z,10.0
2024-07-12T23:25:24Z,10.0
2024-07-12T23:26:24Z,11.0
2024-07-12T23:27:24Z,11.0
2024-07-12T23:28:24Z,11.0
2024-07-12T23:29:24Z,10.0
2024-07-12T23:30:24Z,11.0
2024-07-12T23:31:24Z,12.0
2024-07-12T23:32:24Z,9.0
2024-07-12T23:33:24Z,8.0
2024-07-12T23:34:24Z,9.0
2024-07-12T23:35:24Z,10.0
2024-07-12T23:36:24Z,11.0
2024-07-12T23:37:24Z,10.0
2024-07-12T23:38:24Z,12.0
2024-07-12T23:39:24Z,10.0
2024-07-12T23:40:24Z,10.0
2024-07-12T23:41:24Z,10.0
2024-07-12T23:42:24Z,11.0
2024-07-12T23:43:24Z,11.0
2024-07-12T23:44:24Z,11.0
2024-07-12T23:45:24Z,9.0
2024-07-12T23:46:25Z,12.0
2024-07-12T23:47:25Z,9.0
2024-07-12T23:48:25Z,11.0
2024-07-12T23:49:25Z,10.0
2024-07-12T23:50:25Z,10.0
2024-07-12T23:51:25Z,12.0
2024-07-12T23:52:25Z,12.0
2024-07-12T23:53:25Z,12.0
2024-07-12T23:54:25Z,12.0
2024-07-12T23:55:25Z,12.0
2024-07-12T23:56:25Z,12.0
2024-07-12T23:57:25Z,12.0
2024-07-12T23:58:25Z,13.0
2024-07-12T23:59:25Z,11.0
2024-07-13T00:00:25Z,12.0
2024-07-13T00:01:26Z,13.0
2024-07-13T00:02:26Z,12.0
2024-07-13T00:03:26Z,13.0
2024-07-13T00:04:26Z,12.0
2024-07-13T00:05:26Z,12.0
2024-07-13T00:06:26Z,12.0
2024-07-13T00:07:26Z,12.0
2024-07-13T00:08:26Z,13.0
2024-07-13T00:09:26Z,11.0
2024-07-13T00:10:26Z,13.0
2024-07-13T00:11:26Z,12.0
2024-07-13T00:12:26Z,12.0
2024-07-13T00:13:26Z,12.0
2024-07-13T00:14:26Z,13.0
2024-07-13T00:15:26Z,12.0
2024-07-13T00:16:27Z,12.0
2024-07-13T00:17:27Z,13.0
2024-07-13T00:18:27Z,12.0
2024-07-13T00:19:27Z,11.0
2024-07-13T00:20:27Z,11.0
2024-07-13T00:21:27Z,13.0
2024-07-13T00:22:27Z,13.0
2024-07-13T00:23:27Z,13.0
2024-07-13T00:24:27Z,13.0
2024-07-13T00:25:27Z,12.0
2024-07-13T00:26:27Z,11.0
2024-07-13T00:27:27Z,12.0
2024-07-13T00:28:27Z,12.0
2024-07-13T00:29:27Z,11.0
2024-07-13T00:30:27Z,12.0
2024-07-13T00:31:27Z,12.0
2024-07-13T00:32:28Z,11.0
2024-07-13T00:33:28Z,11.0
2024-07-13T00:34:28Z,12.0
2024-07-13T00:35:28Z,13.0
2024-07-13T00:36:28Z,12.0
2024-07-13T00:37:28Z,13.0
2024-07-13T00:38:28Z,12.0
2024-07-13T00:39:28Z,12.0
2024-07-13T00:40:28Z,13.0
2024-07-13T00:41:28Z,13.0
2024-07-13T00:42:28Z,12.0
2024-07-13T00:43:28Z,12.0
2024-07-13T00:44:28Z,13.0
2024-07-13T00:45:28Z,12.0
2024-07-13T00:46:28Z,12.0
2024-07-13T00:47:28Z,13.0
2024-07-13T00:48:29Z,13.0
2024-07-13T00:49:29Z,13.0
2024-07-13T00:50:29Z,13.0
2024-07-13T00:51:29Z,13.0
2024-07-13T00:52:29Z,12.0
2024-07-13T00:53:29Z,13.0
2024-07-13T00:54:29Z,13.0
2024-07-13T00:55:29Z,13.0
2024-07-13T00:56:29Z,13.0
2024-07-13T00:57:29Z,13.0
2024-07-13T00:58:29Z,12.0
2024-07-13T00:59:29Z,12.0
2024-07-13T01:00:29Z,13.0
2024-07-13T01:01:29Z,14.0
2024-07-13T01:02:29Z,12.0
2024-07-13T01:03:29Z,13.0
2024-07-13T01:04:29Z,13.0
2024-07-13T01:05:29Z,13.0
2024-07-13T01:06:29Z,13.0
2024-07-13T01:07:29Z,12.0
2024-07-13T01:08:29Z,13.0
2024-07-13T01:09:29Z,13.0
2024-07-13T01:10:30Z,13.0
2024-07-13T01:11:30Z,12.0
2024-07-13T01:12:30Z,12.0
2024-07-13T01:13:30Z,13.0
2024-07-13T01:14:30Z,13.0
2024-07-13T01:15:30Z,11.0
2024-07-13T01:16:30Z,11.0
2024-07-13T01:17:30Z,11.0
2024-07-13T01:18:30Z,11.0
2024-07-13T01:19:30Z,12.0
2024-07-13T01:20:30Z,13.0
2024-07-13T01:21:30Z,12.0
2024-07-13T01:22:30Z,12.0
2024-07-13T01:23:30Z,13.0
2024-07-13T01:24:30Z,13.0
2024-07-13T01:25:31Z,13.0
2024-07-13T01:26:31Z,13.0
2024-07-13T01:27:31Z,12.0
2024-07-13T01:28:31Z,13.0
2024-07-13T01:29:31Z,12.0
2024-07-13T01:30:31Z,13.0
2024-07-13T01:31:31Z,13.0
2024-07-13T01:32:31Z,13.0
2024-07-13T01:33:31Z,13.0
2024-07-13T01:34:31Z,13.0
2024-07-13T01:35:31Z,13.0
2024-07-13T01:36:31Z,12.0
2024-07-13T01:37:31Z,13.0
2024-07-13T01:38:31Z,13.0
2024-07-13T01:39:32Z,13.0
2024-07-13T01:40:32Z,13.0
2024-07-13T01:41:32Z,14.0
2024-07-13T01:42:32Z,13.0
2024-07-13T01:43:32Z,13.0
2024-07-13T01:44:32Z,13.0
2024-07-13T01:45:32Z,13.0
2024-07-13T01:46:32Z,13.0
2024-07-13T01:47:32Z,12.0
2024-07-13T01:48:32Z,13.0
2024-07-13T01:49:32Z,13.0
2024-07-13T01:50:32Z,12.0
2024-07-13T01:51:32Z,12.0
2024-07-13T01:52:32Z,13.0
2024-07-13T01:53:32Z,13.0
2024-07-13T01:54:32Z,13.0
2024-07-13T01:55:33Z,12.0
2024-07-13T01:56:33Z,13.0
2024-07-13T01:57:33Z,13.0
2024-07-13T01:58:33Z,13.0
2024-07-13T01:59:33Z,13.0
2024-07-13T02:00:33Z,13.0
2024-07-13T02:01:33Z,13.0
2024-07-13T02:02:33Z,12.0
2024-07-13T02:03:33Z,13.0
2024-07-13T02:04:33Z,13.0
2024-07-13T02:05:33Z,14.0
2024-07-13T02:06:34Z,13.0
2024-07-13T02:07:34Z,13.0
2024-07-13T02:08:34Z,13.0
2024-07-13T02:09:34Z,13.0
2024-07-13T02:10:34Z,13.0
2024-07-13T02:11:34Z,13.0
2024-07-13T02:12:34Z,13.0
